age,bmi,bmi_category,gender,activity_level,diet_type,goal,health_condition,calorie_target,protein_requirement,carbs_limit,fat_limit,recommended_food
54,21.2,normal,male,low,vegan,weight_loss,diabetes,1750,55,178,68,Tofu Stir Fry
33,20.1,normal,male,medium,vegan,maintain,diabetes,2394,82,144,59,Tofu Stir Fry
24,18.5,normal,female,high,normal,muscle_gain,normal,2615,104,276,61,Grilled Chicken Bowl
26,21.4,normal,female,high,normal,maintain,obesity,2319,93,219,58,Grilled Chicken Bowl
25,31.3,obese,male,high,normal,weight_loss,hypertension,1766,89,233,73,Grilled Chicken Bowl
27,17.0,underweight,male,low,veg,maintain,normal,2097,83,201,60,Greek Yogurt Bowl
45,34.1,obese,male,low,veg,weight_loss,hypertension,1503,91,204,67,Tofu Stir Fry #6
32,33.6,obese,female,low,vegan,maintain,obesity,1983,89,280,45,Tofu Stir Fry
56,21.5,normal,male,high,normal,maintain,obesity,2049,71,273,64,Grilled Chicken Bowl
28,18.0,underweight,male,high,veg,maintain,normal,2389,100,232,64,Greek Yogurt Bowl
33,31.0,obese,male,high,vegan,weight_loss,normal,1536,83,234,53,Tofu Stir Fry
46,18.3,underweight,male,medium,high_protein,muscle_gain,diabetes,2673,101,170,74,Grilled Chicken Bowl
59,18.6,normal,female,low,veg,weight_loss,obesity,1558,96,292,44,Tofu Stir Fry
47,26.7,overweight,female,high,high_protein,weight_loss,hypertension,1693,83,220,70,Grilled Chicken Bowl
20,22.8,normal,female,low,normal,maintain,obesity,2093,75,180,45,Grilled Chicken Bowl
39,25.2,overweight,female,high,vegan,weight_loss,diabetes,1749,96,124,56,Tofu Stir Fry
23,17.6,underweight,female,high,vegan,muscle_gain,normal,2552,107,227,77,Tofu Stir Fry #2
43,23.1,normal,female,high,veg,muscle_gain,hypertension,2887,123,304,62,Tofu Stir Fry #6
46,21.8,normal,female,low,high_protein,weight_loss,normal,1648,90,183,84,Grilled Chicken Bowl
26,30.8,obese,male,medium,normal,weight_loss,hypertension,1812,59,239,64,Grilled Chicken Bowl
38,23.0,normal,male,high,normal,weight_loss,normal,1547,84,315,84,Grilled Chicken Bowl
27,31.8,obese,female,high,high_protein,muscle_gain,normal,2684,120,276,80,Grilled Chicken Bowl
44,26.1,overweight,female,medium,vegan,weight_loss,normal,1787,93,180,56,Tofu Stir Fry
56,35.9,obese,male,low,high_protein,maintain,hypertension,2188,84,280,50,Grilled Chicken Bowl
27,19.1,normal,male,medium,normal,weight_loss,hypertension,1790,94,198,78,Grilled Chicken Bowl
37,18.6,normal,female,high,veg,weight_loss,normal,1535,55,260,51,Tofu Stir Fry
60,29.1,overweight,male,medium,normal,maintain,diabetes,2370,84,130,78,Grilled Chicken Bowl
52,17.3,underweight,male,low,vegan,maintain,hypertension,1984,60,208,81,Almond Granola - Deluxe
55,34.5,obese,female,low,veg,maintain,diabetes,1946,62,141,72,Greek Yogurt Bowl
34,29.0,overweight,male,low,normal,weight_loss,obesity,1657,76,260,51,Grilled Chicken Bowl
38,25.3,overweight,female,low,veg,weight_loss,hypertension,1534,97,240,85,Tofu Stir Fry #6
44,26.4,overweight,male,high,vegan,muscle_gain,hypertension,2453,136,201,83,Tofu Stir Fry #6
46,17.3,underweight,male,medium,high_protein,muscle_gain,obesity,2361,86,225,59,Grilled Chicken Bowl
31,34.4,obese,male,high,high_protein,muscle_gain,normal,2893,121,236,83,Grilled Chicken Bowl
24,30.4,obese,male,low,veg,muscle_gain,hypertension,2677,123,211,68,Tofu Stir Fry #6
39,32.5,obese,male,medium,high_protein,muscle_gain,hypertension,2652,94,272,81,Grilled Chicken Bowl
20,30.3,obese,male,low,normal,maintain,normal,2367,61,293,56,Grilled Chicken Bowl
25,34.3,obese,female,medium,vegan,muscle_gain,hypertension,2734,73,232,66,Tofu Stir Fry #6
51,29.1,overweight,female,medium,veg,weight_loss,normal,1831,81,190,85,Tofu Stir Fry
34,27.0,overweight,male,low,normal,maintain,hypertension,1936,77,237,77,Grilled Chicken Bowl
35,30.0,obese,female,medium,vegan,weight_loss,diabetes,1641,90,130,63,Tofu Stir Fry
40,18.9,normal,female,high,high_protein,maintain,hypertension,2353,93,318,60,Grilled Chicken Bowl
32,22.8,normal,female,low,vegan,maintain,diabetes,2287,73,141,84,Tofu Stir Fry
22,21.7,normal,female,high,vegan,weight_loss,normal,1712,67,310,64,Tofu Stir Fry
22,26.0,overweight,male,high,vegan,weight_loss,normal,1541,66,241,68,Tofu Stir Fry
28,25.9,overweight,male,high,normal,weight_loss,obesity,1836,87,296,40,Grilled Chicken Bowl
19,21.3,normal,female,medium,high_protein,maintain,diabetes,2376,61,141,55,Grilled Chicken Bowl
36,34.9,obese,male,low,veg,weight_loss,normal,1792,85,225,54,Tofu Stir Fry
41,32.4,obese,female,medium,veg,weight_loss,normal,1755,73,227,54,Tofu Stir Fry #4
49,22.7,normal,female,medium,normal,maintain,obesity,2297,63,300,43,Grilled Chicken Bowl
53,31.5,obese,male,high,normal,muscle_gain,normal,2599,108,314,72,Grilled Chicken Bowl
52,29.3,overweight,male,medium,normal,muscle_gain,hypertension,2738,87,307,53,Grilled Chicken Bowl
31,18.4,underweight,female,high,high_protein,muscle_gain,diabetes,2347,82,132,64,Grilled Chicken Bowl
39,20.9,normal,male,medium,high_protein,maintain,obesity,1919,64,319,54,Grilled Chicken Bowl
56,17.6,underweight,male,high,high_protein,maintain,normal,2060,77,286,70,Grilled Chicken Bowl
20,22.6,normal,male,medium,normal,weight_loss,obesity,1680,75,185,44,Grilled Chicken Bowl
42,21.8,normal,female,low,vegan,muscle_gain,obesity,2784,110,317,62,Tofu Stir Fry #6
26,23.6,normal,male,medium,normal,maintain,hypertension,2112,62,240,68,Grilled Chicken Bowl
58,17.7,underweight,male,medium,high_protein,weight_loss,diabetes,1834,60,179,69,Grilled Chicken Bowl
41,27.1,overweight,female,medium,vegan,muscle_gain,obesity,2504,76,276,57,Tofu Stir Fry #6
59,20.1,normal,female,medium,vegan,weight_loss,diabetes,1576,64,130,59,Tofu Stir Fry
19,19.3,normal,male,medium,normal,muscle_gain,hypertension,2458,82,243,74,Grilled Chicken Bowl
29,26.7,overweight,female,low,normal,weight_loss,obesity,1871,72,283,60,Grilled Chicken Bowl
43,24.4,normal,male,low,veg,maintain,obesity,1970,63,196,40,Greek Yogurt Bowl
27,18.6,normal,male,medium,high_protein,muscle_gain,hypertension,2333,93,251,60,Grilled Chicken Bowl
40,25.5,overweight,female,high,veg,muscle_gain,hypertension,2690,122,201,70,Tofu Stir Fry #6
34,19.3,normal,male,high,normal,maintain,diabetes,2254,80,134,61,Grilled Chicken Bowl
22,34.6,obese,female,medium,high_protein,muscle_gain,diabetes,2496,99,147,70,Grilled Chicken Bowl
49,26.3,overweight,female,medium,high_protein,maintain,obesity,2361,69,219,55,Grilled Chicken Bowl
26,32.1,obese,male,medium,veg,muscle_gain,diabetes,2360,128,133,68,Tofu Stir Fry #2
27,29.5,overweight,female,medium,normal,weight_loss,obesity,1608,84,184,41,Tofu Stir Fry
42,26.0,overweight,male,low,vegan,maintain,normal,2051,81,312,56,Tofu Stir Fry
25,18.4,underweight,female,high,veg,weight_loss,obesity,1846,82,296,57,Tofu Stir Fry
27,20.5,normal,female,low,high_protein,muscle_gain,obesity,2707,72,306,49,Grilled Chicken Bowl
23,24.7,normal,female,medium,vegan,maintain,normal,2350,62,276,70,Tofu Stir Fry
22,31.1,obese,female,high,normal,muscle_gain,diabetes,2611,119,176,82,Grilled Chicken Bowl
21,25.2,overweight,male,high,normal,weight_loss,hypertension,1688,77,236,61,Grilled Chicken Bowl
22,20.9,normal,female,low,vegan,muscle_gain,normal,2563,81,266,61,Tofu Stir Fry #2
54,34.2,obese,female,low,veg,maintain,hypertension,2117,77,220,75,Greek Yogurt Bowl
21,25.2,overweight,male,low,normal,maintain,diabetes,2129,68,134,50,Greek Yogurt Bowl
56,20.3,normal,male,high,vegan,muscle_gain,hypertension,2457,135,241,73,Tofu Stir Fry #6
52,23.0,normal,female,medium,normal,muscle_gain,obesity,2409,82,268,63,Grilled Chicken Bowl
48,27.1,overweight,female,high,normal,weight_loss,hypertension,1846,76,216,50,Grilled Chicken Bowl
31,25.1,overweight,female,high,high_protein,maintain,diabetes,2273,60,121,52,Grilled Chicken Bowl
26,21.5,normal,male,low,high_protein,muscle_gain,diabetes,2744,133,139,72,Grilled Chicken Bowl
19,24.3,normal,female,high,veg,muscle_gain,obesity,2393,130,275,45,Tofu Stir Fry #6
45,23.9,normal,male,low,vegan,muscle_gain,normal,2488,139,214,59,Tofu Stir Fry #2
26,23.8,normal,male,low,normal,maintain,hypertension,1949,88,244,71,Grilled Chicken Bowl
46,28.9,overweight,male,low,high_protein,maintain,obesity,1922,97,302,57,Grilled Chicken Bowl
21,32.4,obese,female,medium,normal,muscle_gain,hypertension,2359,72,266,52,Grilled Chicken Bowl
39,18.0,underweight,female,low,vegan,muscle_gain,obesity,2427,104,238,54,Tofu Stir Fry #6
32,28.1,overweight,male,low,high_protein,maintain,diabetes,2294,68,146,76,Grilled Chicken Bowl
35,25.1,overweight,female,low,veg,maintain,obesity,2371,66,207,51,Greek Yogurt Bowl
26,22.5,normal,female,medium,high_protein,weight_loss,hypertension,1845,79,244,52,Grilled Chicken Bowl
35,32.1,obese,female,high,normal,weight_loss,hypertension,1564,66,184,61,Grilled Fish Plate
33,22.4,normal,male,low,high_protein,muscle_gain,obesity,2769,110,305,63,Grilled Chicken Bowl
20,31.6,obese,male,medium,normal,muscle_gain,obesity,2759,110,190,54,Grilled Chicken Bowl
57,27.3,overweight,female,high,high_protein,muscle_gain,normal,2353,131,207,74,Grilled Chicken Bowl
37,34.1,obese,male,medium,normal,muscle_gain,hypertension,2456,135,181,80,Grilled Chicken Bowl
48,33.8,obese,female,medium,high_protein,weight_loss,obesity,1761,90,255,58,Grilled Chicken Bowl
35,26.9,overweight,female,low,high_protein,weight_loss,obesity,1893,72,263,52,Grilled Chicken Bowl
22,17.0,underweight,female,medium,vegan,muscle_gain,obesity,2572,123,195,58,Tofu Stir Fry #6
39,31.0,obese,male,low,high_protein,maintain,obesity,1957,66,208,59,Grilled Chicken Bowl
50,33.9,obese,female,high,veg,weight_loss,hypertension,1711,76,248,62,Quinoa Vegetable Bowl #9
49,24.0,normal,male,high,high_protein,muscle_gain,normal,2465,75,222,71,Grilled Chicken Bowl
29,30.5,obese,female,low,high_protein,maintain,normal,2324,75,201,51,Grilled Chicken Bowl
39,25.1,overweight,female,medium,veg,weight_loss,hypertension,1720,68,314,69,Tofu Stir Fry #6
23,34.9,obese,female,medium,vegan,weight_loss,diabetes,1567,93,175,76,Tofu Stir Fry
18,33.4,obese,male,high,normal,muscle_gain,normal,2756,108,278,64,Grilled Chicken Bowl
41,23.5,normal,male,high,normal,muscle_gain,normal,2445,70,212,57,Grilled Chicken Bowl
50,18.1,underweight,female,low,normal,weight_loss,hypertension,1543,96,208,85,Grilled Chicken Bowl
50,23.3,normal,female,low,vegan,maintain,diabetes,2286,83,131,75,Tofu Stir Fry
26,32.0,obese,female,high,veg,muscle_gain,hypertension,2501,112,251,50,Tofu Stir Fry #9
19,28.3,overweight,female,high,high_protein,weight_loss,normal,1813,72,250,62,Grilled Chicken Bowl
35,30.4,obese,female,high,veg,weight_loss,obesity,1692,98,194,46,Tofu Stir Fry
55,21.8,normal,female,medium,high_protein,maintain,normal,1982,62,195,74,Grilled Chicken Bowl
26,22.1,normal,male,high,veg,maintain,normal,2217,66,187,58,Greek Yogurt Bowl
22,35.6,obese,male,low,normal,muscle_gain,obesity,2667,109,214,43,Grilled Chicken Bowl
33,22.3,normal,male,medium,normal,weight_loss,obesity,1763,90,190,62,Grilled Chicken Bowl
19,19.3,normal,male,low,veg,muscle_gain,hypertension,2737,86,303,77,Tofu Stir Fry #6
31,36.0,obese,female,low,vegan,weight_loss,obesity,1775,63,240,40,Tofu Stir Fry
21,25.2,overweight,male,medium,vegan,maintain,obesity,2046,68,294,63,Tofu Stir Fry
53,27.6,overweight,male,low,normal,weight_loss,obesity,1506,77,230,41,Grilled Chicken Bowl
58,29.5,overweight,female,low,normal,weight_loss,hypertension,1822,98,235,68,Grilled Chicken Bowl
44,31.5,obese,female,medium,vegan,maintain,hypertension,2024,86,273,74,Watermelon Juice
43,23.0,normal,female,low,veg,weight_loss,hypertension,1870,57,309,50,Tofu Stir Fry #6
34,28.7,overweight,male,low,high_protein,weight_loss,normal,1706,55,243,85,Grilled Chicken Bowl
53,30.5,obese,female,high,veg,maintain,normal,2394,96,245,55,Greek Yogurt Bowl
36,19.4,normal,female,high,high_protein,muscle_gain,hypertension,2754,87,229,85,Grilled Fish Plate
59,31.5,obese,male,medium,vegan,weight_loss,obesity,1501,93,316,42,Tofu Stir Fry
30,27.5,overweight,male,low,high_protein,weight_loss,normal,1848,88,234,53,Grilled Chicken Bowl
40,26.5,overweight,male,high,veg,muscle_gain,obesity,2793,97,214,56,Tofu Stir Fry #6
37,26.7,overweight,female,medium,vegan,maintain,hypertension,2331,96,310,83,Almond Granola - Deluxe
41,34.7,obese,male,medium,veg,maintain,normal,2276,93,201,61,Greek Yogurt Bowl
44,32.1,obese,male,high,normal,muscle_gain,obesity,2394,124,290,41,Grilled Chicken Bowl
55,19.9,normal,female,medium,vegan,weight_loss,obesity,1568,87,239,58,Tofu Stir Fry
53,23.3,normal,female,high,high_protein,muscle_gain,obesity,2510,105,284,65,Grilled Chicken Bowl
56,34.9,obese,female,low,normal,muscle_gain,obesity,2743,82,244,53,Grilled Chicken Bowl
48,32.5,obese,male,medium,high_protein,maintain,obesity,1941,99,263,42,Grilled Chicken Bowl
45,25.3,overweight,female,medium,high_protein,weight_loss,normal,1858,74,209,59,Grilled Chicken Bowl
48,19.5,normal,female,low,normal,muscle_gain,obesity,2359,100,306,43,Grilled Chicken Bowl
58,19.9,normal,male,medium,veg,muscle_gain,normal,2347,78,260,84,Tofu Stir Fry #2
30,33.4,obese,female,medium,veg,muscle_gain,hypertension,2750,118,284,63,Tofu Stir Fry #6
27,31.4,obese,female,high,vegan,muscle_gain,normal,2411,80,231,68,Tofu Stir Fry #2
60,32.8,obese,male,medium,vegan,muscle_gain,normal,2731,74,277,77,Tofu Stir Fry #6
23,31.9,obese,male,high,high_protein,maintain,hypertension,1999,96,198,70,Grilled Chicken Bowl
50,27.8,overweight,male,low,veg,muscle_gain,normal,2740,132,270,53,Tofu Stir Fry #2
51,19.9,normal,female,low,high_protein,weight_loss,diabetes,1683,86,134,73,Grilled Chicken Bowl
45,31.2,obese,female,medium,vegan,muscle_gain,normal,2613,102,240,66,Tofu Stir Fry #2
47,33.5,obese,male,medium,high_protein,maintain,hypertension,2193,74,284,64,Grilled Chicken Bowl
19,19.5,normal,female,high,normal,muscle_gain,hypertension,2864,137,223,67,Grilled Chicken Bowl
44,24.7,normal,female,high,veg,maintain,obesity,2359,55,229,64,Greek Yogurt Bowl
31,31.8,obese,female,high,vegan,muscle_gain,obesity,2363,113,317,62,Tofu Stir Fry #6
46,22.6,normal,female,low,vegan,maintain,hypertension,2178,63,298,72,Almond Granola - Deluxe
58,27.0,overweight,female,medium,normal,maintain,normal,2151,57,296,59,Grilled Chicken Bowl
50,21.1,normal,male,low,veg,weight_loss,hypertension,1577,71,188,55,Tofu Stir Fry #6
33,28.7,overweight,male,low,high_protein,weight_loss,hypertension,1589,77,225,71,Grilled Chicken Bowl
19,27.7,overweight,female,low,vegan,maintain,diabetes,2098,81,167,55,Tofu Stir Fry
44,21.3,normal,female,high,normal,maintain,diabetes,2261,97,155,54,Grilled Chicken Bowl
27,33.0,obese,male,medium,veg,maintain,normal,2088,81,196,73,Greek Yogurt Bowl
30,31.3,obese,male,medium,veg,maintain,hypertension,2327,93,210,55,Greek Yogurt Bowl
36,18.8,normal,female,high,veg,muscle_gain,obesity,2517,94,231,53,Tofu Stir Fry #6
27,26.8,overweight,female,medium,high_protein,muscle_gain,hypertension,2883,92,300,85,Grilled Chicken Bowl
43,21.6,normal,male,low,high_protein,maintain,obesity,2105,97,266,60,Grilled Chicken Bowl
35,29.4,overweight,female,high,veg,maintain,obesity,1952,80,185,53,Greek Yogurt Bowl
29,25.7,overweight,female,medium,vegan,maintain,hypertension,2036,79,208,54,Almond Granola - Deluxe
48,32.8,obese,male,high,vegan,muscle_gain,hypertension,2452,107,301,53,Tofu Stir Fry #6
56,24.0,normal,male,low,high_protein,muscle_gain,normal,2330,135,290,60,Grilled Chicken Bowl
37,20.9,normal,female,low,veg,maintain,diabetes,2310,89,145,78,Greek Yogurt Bowl
57,19.2,normal,male,high,high_protein,maintain,diabetes,2350,86,174,56,Grilled Chicken Bowl
27,27.1,overweight,female,medium,high_protein,weight_loss,diabetes,1684,75,172,57,Grilled Chicken Bowl
33,30.0,obese,female,high,vegan,maintain,hypertension,2043,98,208,73,Almond Granola - Deluxe
50,24.9,normal,male,low,high_protein,maintain,diabetes,2345,57,151,53,Grilled Chicken Bowl
35,34.9,obese,female,low,high_protein,maintain,hypertension,1929,79,193,61,Grilled Chicken Bowl
42,24.3,normal,male,high,high_protein,weight_loss,normal,1831,80,300,79,Tofu Stir Fry
30,18.8,normal,male,high,veg,maintain,obesity,2273,74,303,55,Greek Yogurt Bowl
51,17.3,underweight,female,medium,veg,muscle_gain,obesity,2821,128,266,55,Tofu Stir Fry #6
18,17.9,underweight,male,high,normal,maintain,normal,2079,69,316,60,Grilled Chicken Bowl
54,30.8,obese,male,low,normal,weight_loss,diabetes,1688,57,127,74,Grilled Chicken Bowl
22,26.0,overweight,male,medium,veg,weight_loss,diabetes,1770,89,161,53,Tofu Stir Fry
22,30.2,obese,female,low,high_protein,weight_loss,obesity,1539,66,199,53,Grilled Chicken Bowl
48,30.5,obese,male,medium,veg,maintain,hypertension,2096,79,274,80,Greek Yogurt Bowl
18,20.5,normal,male,high,normal,muscle_gain,diabetes,2559,133,160,69,Grilled Chicken Bowl
60,17.4,underweight,female,medium,vegan,muscle_gain,obesity,2799,121,194,49,Tofu Stir Fry #6
36,24.8,normal,male,high,normal,muscle_gain,hypertension,2706,130,274,67,Grilled Chicken Bowl
26,21.1,normal,male,high,veg,maintain,normal,2210,63,293,82,Greek Yogurt Bowl
35,27.0,overweight,male,medium,normal,muscle_gain,normal,2791,91,302,65,Grilled Chicken Bowl
26,24.5,normal,female,medium,high_protein,weight_loss,diabetes,1640,65,140,60,Grilled Chicken Bowl
19,32.5,obese,female,low,normal,weight_loss,diabetes,1739,73,161,52,Grilled Chicken Bowl
36,19.9,normal,female,low,vegan,maintain,hypertension,2355,88,269,57,Watermelon Juice
26,23.9,normal,male,medium,veg,weight_loss,hypertension,1636,61,256,67,Tofu Stir Fry #6
38,30.8,obese,female,medium,high_protein,maintain,obesity,2371,88,286,59,Grilled Chicken Bowl
30,20.5,normal,female,high,vegan,maintain,hypertension,2353,63,266,53,Almond Granola - Deluxe
18,20.7,normal,male,medium,normal,maintain,obesity,1933,72,276,56,Grilled Chicken Bowl
18,32.4,obese,female,low,normal,weight_loss,obesity,1647,74,197,61,Grilled Chicken Bowl
33,32.8,obese,female,high,veg,weight_loss,obesity,1748,99,317,63,Tofu Stir Fry
34,18.1,underweight,male,high,high_protein,muscle_gain,hypertension,2883,134,208,77,Grilled Chicken Bowl
22,23.5,normal,female,low,high_protein,maintain,hypertension,1970,81,315,81,Grilled Chicken Bowl
44,18.5,normal,male,medium,veg,maintain,diabetes,2276,96,164,72,Greek Yogurt Bowl
20,32.6,obese,male,high,vegan,weight_loss,obesity,1663,60,234,61,Tofu Stir Fry
27,19.6,normal,female,low,high_protein,weight_loss,obesity,1769,64,278,52,Grilled Chicken Bowl
51,34.5,obese,female,low,vegan,maintain,hypertension,2311,100,209,51,Watermelon Juice
31,22.2,normal,male,low,normal,weight_loss,obesity,1727,63,294,45,Grilled Chicken Bowl
32,22.1,normal,male,medium,high_protein,weight_loss,hypertension,1532,69,238,73,Grilled Chicken Bowl
53,20.0,normal,male,medium,normal,muscle_gain,diabetes,2409,90,120,69,Grilled Chicken Bowl
32,23.1,normal,female,low,high_protein,weight_loss,obesity,1743,93,297,40,Grilled Chicken Bowl
32,29.4,overweight,female,medium,normal,maintain,obesity,2302,60,286,49,Grilled Chicken Bowl
40,34.6,obese,male,low,high_protein,muscle_gain,diabetes,2773,83,159,64,Grilled Chicken Bowl
53,33.6,obese,male,medium,high_protein,maintain,hypertension,2368,83,305,54,Grilled Chicken Bowl
40,21.1,normal,female,medium,veg,weight_loss,obesity,1699,87,318,53,Tofu Stir Fry
49,32.9,obese,female,high,normal,weight_loss,diabetes,1892,81,158,57,Grilled Chicken Bowl
24,23.7,normal,female,high,vegan,maintain,normal,1903,74,198,60,Tofu Stir Fry
26,24.6,normal,female,medium,normal,muscle_gain,obesity,2602,94,226,50,Grilled Chicken Bowl
36,27.3,overweight,male,low,normal,weight_loss,normal,1674,75,216,71,Grilled Chicken Bowl
44,19.8,normal,male,high,vegan,maintain,hypertension,2215,61,254,61,Almond Granola - Deluxe
33,29.1,overweight,female,low,high_protein,maintain,diabetes,2393,93,124,66,Grilled Chicken Bowl
39,31.5,obese,female,low,normal,muscle_gain,normal,2634,128,306,56,Grilled Chicken Bowl
58,32.6,obese,female,high,high_protein,weight_loss,obesity,1644,59,190,44,Grilled Chicken Bowl
39,20.2,normal,female,low,high_protein,weight_loss,hypertension,1614,63,180,50,Grilled Chicken Bowl
45,22.9,normal,female,high,veg,maintain,normal,2245,78,267,73,Greek Yogurt Bowl
29,19.5,normal,male,low,vegan,maintain,diabetes,2262,83,130,58,Tofu Stir Fry
21,30.5,obese,female,low,veg,muscle_gain,normal,2329,116,280,83,Tofu Stir Fry #2
45,28.6,overweight,male,high,vegan,maintain,hypertension,2126,100,188,57,Almond Granola - Deluxe
48,33.4,obese,female,high,veg,weight_loss,normal,1774,69,289,50,Tofu Stir Fry
29,27.1,overweight,male,high,veg,maintain,obesity,2045,70,254,56,Greek Yogurt Bowl
37,28.5,overweight,female,medium,vegan,maintain,hypertension,1925,59,265,60,Almond Granola - Deluxe
55,30.3,obese,female,medium,vegan,weight_loss,diabetes,1585,75,168,62,Tofu Stir Fry
45,29.6,overweight,female,high,veg,weight_loss,obesity,1607,84,182,59,Tofu Stir Fry
51,30.8,obese,female,high,vegan,maintain,hypertension,2383,76,216,81,Almond Granola - Deluxe
53,33.5,obese,female,medium,high_protein,maintain,obesity,1953,55,181,58,Grilled Chicken Bowl
23,34.4,obese,male,low,veg,weight_loss,hypertension,1685,91,206,62,Tofu Stir Fry #6
21,17.9,underweight,female,high,high_protein,muscle_gain,normal,2817,85,246,84,Grilled Chicken Bowl
48,28.2,overweight,female,low,vegan,maintain,diabetes,2324,56,139,78,Tofu Stir Fry
33,33.9,obese,male,low,veg,weight_loss,hypertension,1682,91,239,52,Tofu Stir Fry #6
24,24.5,normal,female,low,normal,maintain,diabetes,2206,94,170,83,Grilled Chicken Bowl
54,18.5,normal,female,high,veg,maintain,obesity,2291,68,189,57,Greek Yogurt Bowl
41,18.4,underweight,female,low,vegan,muscle_gain,obesity,2466,75,234,62,Tofu Stir Fry #6
24,24.5,normal,male,medium,high_protein,muscle_gain,obesity,2550,133,222,59,Grilled Chicken Bowl
19,21.1,normal,male,low,veg,weight_loss,diabetes,1800,81,153,55,Tofu Stir Fry #4
47,18.9,normal,female,low,veg,weight_loss,hypertension,1841,67,291,56,Tofu Stir Fry #6
34,27.0,overweight,female,medium,normal,weight_loss,hypertension,1854,87,318,54,Grilled Chicken Bowl
51,34.5,obese,female,high,veg,muscle_gain,hypertension,2369,131,255,59,Tofu Stir Fry #6
59,26.3,overweight,male,medium,vegan,maintain,hypertension,2132,61,220,85,Almond Granola - Deluxe
44,30.3,obese,male,high,veg,weight_loss,obesity,1830,60,233,50,Tofu Stir Fry
30,17.4,underweight,male,high,normal,maintain,obesity,2200,92,208,63,Grilled Chicken Bowl
19,18.5,normal,female,high,veg,weight_loss,obesity,1595,77,279,55,Tofu Stir Fry
25,33.4,obese,male,medium,normal,weight_loss,hypertension,1664,57,181,61,Grilled Chicken Bowl
51,23.3,normal,male,low,high_protein,weight_loss,normal,1592,90,293,69,Grilled Chicken Bowl
41,31.4,obese,female,low,vegan,muscle_gain,normal,2538,87,206,74,Tofu Stir Fry #2
42,18.8,normal,male,low,vegan,weight_loss,normal,1528,92,317,69,Tofu Stir Fry #4
50,34.7,obese,female,low,high_protein,maintain,obesity,2051,79,294,57,Grilled Chicken Bowl
50,32.5,obese,female,high,veg,maintain,hypertension,2177,70,297,65,Greek Yogurt Bowl
51,33.9,obese,female,medium,high_protein,muscle_gain,hypertension,2894,71,270,68,Grilled Fish Plate
23,23.8,normal,male,low,normal,maintain,obesity,2117,88,319,65,Grilled Chicken Bowl
34,34.8,obese,male,low,vegan,maintain,obesity,2186,76,244,45,Tofu Stir Fry
25,33.5,obese,female,medium,vegan,weight_loss,normal,1623,56,305,69,Tofu Stir Fry
25,22.5,normal,male,high,veg,weight_loss,obesity,1657,88,238,58,Tofu Stir Fry
45,29.1,overweight,male,medium,vegan,maintain,diabetes,2382,85,130,60,Tofu Stir Fry
60,30.4,obese,male,medium,vegan,weight_loss,obesity,1525,69,223,64,Tofu Stir Fry
39,23.7,normal,female,medium,high_protein,muscle_gain,hypertension,2879,102,216,52,Grilled Chicken Bowl
33,31.1,obese,female,medium,veg,maintain,diabetes,2042,55,127,56,Greek Yogurt Bowl
46,29.8,overweight,female,high,veg,weight_loss,normal,1861,63,212,53,Tofu Stir Fry
29,31.6,obese,male,high,vegan,maintain,hypertension,2164,72,288,71,Almond Granola - Deluxe
19,22.0,normal,male,high,veg,maintain,diabetes,2119,90,150,56,Greek Yogurt Bowl
45,18.0,underweight,female,high,high_protein,maintain,obesity,2011,63,202,53,Grilled Chicken Bowl
40,17.2,underweight,male,high,high_protein,muscle_gain,obesity,2645,84,248,59,Grilled Chicken Bowl
30,22.3,normal,female,medium,high_protein,weight_loss,normal,1672,79,292,77,Grilled Chicken Bowl
59,24.7,normal,male,high,high_protein,weight_loss,obesity,1713,92,298,61,Grilled Chicken Bowl
26,27.0,overweight,female,high,normal,maintain,diabetes,2115,96,177,73,Grilled Chicken Bowl
50,34.5,obese,male,medium,vegan,maintain,hypertension,2010,80,210,55,Almond Granola - Deluxe
46,22.0,normal,female,high,normal,maintain,hypertension,1912,64,249,62,Grilled Chicken Bowl
58,22.8,normal,male,low,normal,maintain,normal,2277,67,242,61,Grilled Chicken Bowl
40,30.6,obese,female,high,high_protein,maintain,hypertension,2136,77,301,57,Grilled Chicken Bowl
26,17.9,underweight,male,high,veg,muscle_gain,normal,2670,111,217,58,Tofu Stir Fry #2
26,34.2,obese,male,high,high_protein,muscle_gain,diabetes,2449,130,156,68,Grilled Chicken Bowl
50,22.3,normal,female,low,normal,muscle_gain,obesity,2385,121,272,49,Grilled Chicken Bowl
54,33.5,obese,female,low,high_protein,weight_loss,normal,1627,57,320,77,Grilled Chicken Bowl
56,19.5,normal,female,medium,veg,weight_loss,normal,1811,57,274,73,Tofu Stir Fry
42,32.2,obese,male,low,veg,muscle_gain,diabetes,2570,83,130,57,Tofu Stir Fry #2
43,31.8,obese,male,high,high_protein,muscle_gain,normal,2344,129,266,55,Grilled Chicken Bowl
49,21.2,normal,female,medium,normal,muscle_gain,obesity,2364,126,215,49,Grilled Chicken Bowl
29,25.0,overweight,female,medium,veg,maintain,hypertension,2021,99,316,83,Greek Yogurt Bowl
58,17.5,underweight,female,medium,normal,muscle_gain,diabetes,2677,106,121,62,Grilled Chicken Bowl
30,19.3,normal,male,medium,vegan,muscle_gain,normal,2900,128,228,61,Tofu Stir Fry #2
43,22.2,normal,female,high,vegan,maintain,hypertension,2022,81,273,77,Almond Granola - Deluxe
